rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,view_history,stimulus,key_press,button_pressed,id,type,shape,color,condition
14392,NA,,html-button-delay-response,11,72929,0.0-11.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.3,testing,dot,,notAB
21533,NA,,html-button-delay-response,12,94966,0.0-12.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
5127,NA,,html-button-delay-response,13,100601,0.0-13.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,0,testing.5,testing,dot,,notAB
5060,NA,,html-button-delay-response,14,106166,0.0-14.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.9,testing,dot,,AnotB_red
5414,NA,,html-button-delay-response,15,112085,0.0-15.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,2,testing.10,testing,dot,,AnotB_red
5230,NA,,html-button-delay-response,16,117820,0.0-16.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,2,testing.11,testing,dot,,AnotB_red
5038,NA,,html-button-delay-response,17,123362,0.0-17.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.15,testing,dot,,notAnotB
5569,NA,,html-button-delay-response,18,129435,0.0-18.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,2,testing.8,testing,dot,,AnotB_grey
5181,NA,,html-button-delay-response,19,135121,0.0-19.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.6,testing,dot,,AnotB_grey
5194,NA,,html-button-delay-response,20,140820,0.0-20.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
5160,NA,,html-button-delay-response,21,146485,0.0-21.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,0,testing.4,testing,dot,,notAB
5145,NA,,html-button-delay-response,22,152135,0.0-22.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.7,testing,dot,,AnotB_grey
7664,NA,,html-button-delay-response,23,160304,0.0-23.0,an8kyh0r0b,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,0,testing.14,testing,dot,,notAnotB
12937,['wugging had to do with the direction of the movement/rotation direction'],self_report,survey-multi-select,24,173754,0.0-24.0,an8kyh0r0b,,,,,,,,,
23979,none,demo.1,survey-dropdown,25,197738,0.0-25.0,an8kyh0r0b,,,,,,,,,
23979,none,demo.2,survey-dropdown,25,197738,0.0-25.0,an8kyh0r0b,,,,,,,,,
23979,male,demo.3,survey-dropdown,25,197738,0.0-25.0,an8kyh0r0b,,,,,,,,,
23979,25-34,demo.4,survey-dropdown,25,197738,0.0-25.0,an8kyh0r0b,,,,,,,,,
5497,5ea46f41ce8669023ff0f8f6,ProlificID,survey-text,0,5501,0.0-0.0,qv7oc2hfqx,,,,,,,,,
6430,NA,instructions,instructions,1,11936,0.0-1.0,qv7oc2hfqx,"[{""page_index"":0,""viewing_time"":6424}]",,,,,,,,
null,NA,,html-keyboard-response,2,15453,0.0-2.0,qv7oc2hfqx,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,19960,0.0-3.0,qv7oc2hfqx,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,24465,0.0-4.0,qv7oc2hfqx,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,28971,0.0-5.0,qv7oc2hfqx,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,33476,0.0-6.0,qv7oc2hfqx,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,37982,0.0-7.0,qv7oc2hfqx,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
4913,NA,break,html-button-response,8,43903,0.0-8.0,qv7oc2hfqx,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
7440,NA,,html-button-delay-response,9,51347,0.0-9.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
5859,NA,,html-button-delay-response,10,57715,0.0-10.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,0,testing.2,testing,dot,,notAnotB
5212,NA,,html-button-delay-response,11,63433,0.0-11.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,0,testing.11,testing,dot,,AnotB_red
6816,NA,,html-button-delay-response,12,70753,0.0-12.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,0,testing.7,testing,dot,,AnotB_grey
4944,NA,,html-button-delay-response,13,76202,0.0-13.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,0,testing.5,testing,dot,,notAB
4988,NA,,html-button-delay-response,14,81696,0.0-14.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.3,testing,dot,,notAB
5019,NA,,html-button-delay-response,15,87220,0.0-15.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
4872,NA,,html-button-delay-response,16,92601,0.0-16.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,0,testing.9,testing,dot,,AnotB_red
4891,NA,,html-button-delay-response,17,97998,0.0-17.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,0,testing.6,testing,dot,,AnotB_grey
4961,NA,,html-button-delay-response,18,103464,0.0-18.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
5347,NA,,html-button-delay-response,19,109317,0.0-19.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,0,testing.4,testing,dot,,notAB
4870,NA,,html-button-delay-response,20,114690,0.0-20.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,0,testing.8,testing,dot,,AnotB_grey
4910,NA,,html-button-delay-response,21,120104,0.0-21.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,0,testing.14,testing,dot,,notAnotB
5163,NA,,html-button-delay-response,22,125772,0.0-22.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,0,testing.10,testing,dot,,AnotB_red
4823,NA,,html-button-delay-response,23,131101,0.0-23.0,qv7oc2hfqx,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.15,testing,dot,,notAnotB
11397,['wugging had to do with the colors'],self_report,survey-multi-select,24,143011,0.0-24.0,qv7oc2hfqx,,,,,,,,,
21092,1ug,demo.1,survey-dropdown,25,164110,0.0-25.0,qv7oc2hfqx,,,,,,,,,
21092,1ug,demo.2,survey-dropdown,25,164110,0.0-25.0,qv7oc2hfqx,,,,,,,,,
21092,female,demo.3,survey-dropdown,25,164110,0.0-25.0,qv7oc2hfqx,,,,,,,,,
21092,12-24,demo.4,survey-dropdown,25,164110,0.0-25.0,qv7oc2hfqx,,,,,,,,,
4585,5c84e138d810a700159dcd32,ProlificID,survey-text,0,4586,0.0-0.0,6zpodwcb9c,,,,,,,,,
3968,NA,instructions,instructions,1,8555,0.0-1.0,6zpodwcb9c,"[{""page_index"":0,""viewing_time"":3967}]",,,,,,,,
null,NA,,html-keyboard-response,2,12056,0.0-2.0,6zpodwcb9c,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,16559,0.0-3.0,6zpodwcb9c,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,21060,0.0-4.0,6zpodwcb9c,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,25562,0.0-5.0,6zpodwcb9c,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,30064,0.0-6.0,6zpodwcb9c,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,34567,0.0-7.0,6zpodwcb9c,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
2900,NA,break,html-button-response,8,38469,0.0-8.0,6zpodwcb9c,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
5917,NA,,html-button-delay-response,9,44386,0.0-9.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
5405,NA,,html-button-delay-response,10,50293,0.0-10.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,0,testing.2,testing,dot,,notAnotB
4977,NA,,html-button-delay-response,11,55771,0.0-11.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,0,testing.5,testing,dot,,notAB
6698,NA,,html-button-delay-response,12,62972,0.0-12.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,1,testing.9,testing,dot,,AnotB_red
4516,NA,,html-button-delay-response,13,67989,0.0-13.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,1,testing.6,testing,dot,,AnotB_grey
4483,NA,,html-button-delay-response,14,72973,0.0-14.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,1,testing.11,testing,dot,,AnotB_red
4482,NA,,html-button-delay-response,15,77957,0.0-15.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,1,testing.10,testing,dot,,AnotB_red
4684,NA,,html-button-delay-response,16,83143,0.0-16.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,1,testing.8,testing,dot,,AnotB_grey
4493,NA,,html-button-delay-response,17,88138,0.0-17.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,1,testing.12,testing,dot,,AB
4617,NA,,html-button-delay-response,18,93257,0.0-18.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,1,testing.13,testing,dot,,AB
4515,NA,,html-button-delay-response,19,98275,0.0-19.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,1,testing.3,testing,dot,,notAB
4437,NA,,html-button-delay-response,20,103213,0.0-20.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,1,testing.14,testing,dot,,notAnotB
4471,NA,,html-button-delay-response,21,108186,0.0-21.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,1,testing.4,testing,dot,,notAB
4437,NA,,html-button-delay-response,22,113125,0.0-22.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,1,testing.15,testing,dot,,notAnotB
4426,NA,,html-button-delay-response,23,118052,0.0-23.0,6zpodwcb9c,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,1,testing.7,testing,dot,,AnotB_grey
8262,['wugging had to do with the direction of the movement/rotation direction'],self_report,survey-multi-select,24,126817,0.0-24.0,6zpodwcb9c,,,,,,,,,
17192,1ug,demo.1,survey-dropdown,25,144010,0.0-25.0,6zpodwcb9c,,,,,,,,,
17192,1ug,demo.2,survey-dropdown,25,144010,0.0-25.0,6zpodwcb9c,,,,,,,,,
17192,female,demo.3,survey-dropdown,25,144010,0.0-25.0,6zpodwcb9c,,,,,,,,,
17192,35-44,demo.4,survey-dropdown,25,144010,0.0-25.0,6zpodwcb9c,,,,,,,,,
4250,5def5d9f5a81d3000ba87af4,ProlificID,survey-text,0,4250,0.0-0.0,lwn583c7bo,,,,,,,,,
4473,NA,instructions,instructions,1,8724,0.0-1.0,lwn583c7bo,"[{""page_index"":0,""viewing_time"":4472}]",,,,,,,,
null,NA,,html-keyboard-response,2,12228,0.0-2.0,lwn583c7bo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,16745,0.0-3.0,lwn583c7bo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,21274,0.0-4.0,lwn583c7bo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,25778,0.0-5.0,lwn583c7bo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,30311,0.0-6.0,lwn583c7bo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,34828,0.0-7.0,lwn583c7bo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
1864,NA,break,html-button-response,8,37696,0.0-8.0,lwn583c7bo,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
6789,NA,,html-button-delay-response,9,44488,0.0-9.0,lwn583c7bo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
4889,NA,,html-button-delay-response,10,49894,0.0-10.0,lwn583c7bo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,0,testing.2,testing,dot,,notAnotB
4848,NA,,html-button-delay-response,11,55256,0.0-11.0,lwn583c7bo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,0,testing.6,testing,dot,,AnotB_grey
4565,NA,,html-button-delay-response,12,60330,0.0-12.0,lwn583c7bo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.15,testing,dot,,notAnotB
4570,NA,,html-button-delay-response,13,65407,0.0-13.0,lwn583c7bo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,0,testing.7,testing,dot,,AnotB_grey
4781,NA,,html-button-delay-response,14,70705,0.0-14.0,lwn583c7bo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,0,testing.4,testing,dot,,notAB
4798,NA,,html-button-delay-response,15,76013,0.0-15.0,lwn583c7bo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,0,testing.9,testing,dot,,AnotB_red
